Perturbation,Stat,p-value,Perturbation Mean,Perturbation STD,Flat Mean,Flat STD
Terrain,5.0,0.07539682539682539,3.9325377237305283,0.3950348254617887,3.460177976190459,0.17032211613305623
amputate_L3,0.0,0.003968253968253968,4.266169580419587,0.4781611968776907,3.460177976190459,0.17032211613305623
amputate_r2,0.0,0.003968253968253968,5.836045563183315,0.7462493331937203,3.460177976190459,0.17032211613305623
amputate_r3_l3,3.0,0.027777777777777776,4.124661323308269,0.45450965451004327,3.460177976190459,0.17032211613305623
amputate_r2_l2,0.0,0.003968253968253968,8.49820738095239,2.0441933766009144,3.460177976190459,0.17032211613305623
